26300	6.62438e-20	-2.21874e-20	4.40564e-20	159.934
26400	6.62355e-20	-2.21513e-20	4.40842e-20	159.914
26500	6.6228e-20	-2.21081e-20	4.41199e-20	159.896
26600	6.62211e-20	-2.20581e-20	4.41629e-20	159.879
26700	6.62148e-20	-2.20029e-20	4.42119e-20	159.864
26800	6.62092e-20	-2.19403e-20	4.42688e-20	159.85
26900	6.6204e-20	-2.18721e-20	4.43319e-20	159.838
27000	6.61994e-20	-2.18013e-20	4.43981e-20	159.827
27100	6.61951e-20	-2.17255e-20	4.44697e-20	159.817
27200	6.61914e-20	-2.16186e-20	4.45728e-20	159.808
27300	6.6188e-20	-2.15356e-20	4.46524e-20	159.799
27400	6.61848e-20	-2.1449e-20	4.47359e-20	159.792
27500	6.61819e-20	-2.13597e-20	4.48222e-20	159.785
27600	6.61792e-20	-2.12682e-20	4.49109e-20	159.778
27700	6.61766e-20	-2.11734e-20	4.50032e-20	159.772
27800	6.61742e-20	-2.10759e-20	4.50982e-20	159.766
27900	6.61718e-20	-2.09775e-20	4.51943e-20	159.76
28000	6.61695e-20	-2.08754e-20	4.5294e-20	159.755
28100	6.61672e-20	-2.07701e-20	4.53971e-20	159.749
28200	6.61648e-20	-2.06642e-20	4.55007e-20	159.743
28300	6.61625e-20	-2.05561e-20	4.56064e-20	159.738
28400	6.61602e-20	-2.04444e-20	4.57159e-20	159.732
28500	6.61578e-20	-2.03306e-20	4.58272e-20	159.726
28600	6.61554e-20	-2.02164e-20	4.5939e-20	159.721
28700	6.61527e-20	-2.00978e-20	4.60549e-20	159.714
28800	6.615e-20	-1.99495e-20	4.62005e-20	159.708
28900	6.61474e-20	-1.98263e-20	4.63211e-20	159.701
29000	6.61447e-20	-1.97261e-20	4.64186e-20	159.695
29100	6.61418e-20	-1.95963e-20	4.65455e-20	159.688
29200	6.61389e-20	-1.9465e-20	4.66739e-20	159.681
29300	6.61363e-20	-1.9329e-20	4.68073e-20	159.675
29400	6.61335e-20	-1.9192e-20	4.69416e-20	159.668
29500	6.61311e-20	-1.90797e-20	4.70514e-20	159.662
29600	6.61289e-20	-1.89099e-20	4.72189e-20	159.656
29700	6.61268e-20	-1.87665e-20	4.73602e-20	159.651
29800	6.61251e-20	-1.86201e-20	4.7505e-20	159.647
29900	6.61236e-20	-1.84723e-20	4.76513e-20	159.644
30000	6.61231e-20	-1.83241e-20	4.7799e-20	159.643
30100	6.61228e-20	-1.81755e-20	4.79472e-20	159.642
30200	6.61232e-20	-1.8029e-20	4.80942e-20	159.643
30300	6.61247e-20	-1.78819e-20	4.82428e-20	159.646
30400	6.61267e-20	-1.7738e-20	4.83887e-20	159.651
30500	6.61298e-20	-1.75966e-20	4.85331e-20	159.659
30600	6.61339e-20	-1.74593e-20	4.86746e-20	159.669
30700	6.61393e-20	-1.73289e-20	4.88105e-20	159.682
30800	6.61456e-20	-1.72023e-20	4.89433e-20	159.697
30900	6.61531e-20	-1.70844e-20	4.90686e-20	159.715
31000	6.61619e-20	-1.69755e-20	4.91864e-20	159.736
31100	6.6172e-20	-1.68763e-20	4.92957e-20	159.761
31200	6.61833e-20	-1.67623e-20	4.9421e-20	159.788
31300	6.61957e-20	-1.66859e-20	4.95098e-20	159.818
31400	6.6209e-20	-1.66237e-20	4.95853e-20	159.85
